user_id,age,gender,country,status,num_of_item
31557,12,F,Belgium,Shipped,2
32424,12,F,United States,Shipped,1
33068,12,F,United States,Shipped,1
33783,12,F,China,Shipped,1
33947,12,F,China,Shipped,2
34624,12,F,Belgium,Shipped,2
36173,12,F,Australia,Shipped,2
36749,12,F,France,Shipped,3
38817,12,F,Brasil,Shipped,2
42065,12,F,China,Shipped,1
42181,12,F,Brasil,Shipped,1
42256,12,F,China,Shipped,2
42263,12,F,Spain,Shipped,3
42420,12,F,United States,Shipped,2
42833,12,F,Brasil,Shipped,2
44797,12,F,United States,Shipped,1
45376,12,F,China,Shipped,3
45376,12,F,China,Shipped,1
45494,12,F,Germany,Shipped,2
45641,12,F,China,Shipped,1
46209,12,F,United States,Shipped,1
46964,12,F,China,Shipped,1
47672,12,F,France,Shipped,1
48634,12,F,China,Shipped,2
50081,12,F,Brasil,Shipped,1
50081,12,F,Brasil,Shipped,3
50081,12,F,Brasil,Shipped,1
50941,12,F,Japan,Shipped,1
50990,12,F,United Kingdom,Shipped,1
51862,12,F,China,Shipped,1
52090,12,F,Australia,Shipped,1
52828,12,F,Germany,Shipped,1
52828,12,F,Germany,Shipped,1
52838,12,F,United States,Shipped,1
53159,12,F,China,Shipped,1
53239,12,F,France,Shipped,1
53239,12,F,France,Shipped,1
53364,12,F,Germany,Shipped,1
56347,12,F,United Kingdom,Shipped,1
56779,12,F,United Kingdom,Shipped,4
57707,12,F,South Korea,Shipped,1
58339,12,F,Brasil,Shipped,1
58602,12,F,Germany,Shipped,1
58628,12,F,South Korea,Shipped,4
58965,12,F,China,Shipped,2
59093,12,F,China,Shipped,1
59492,12,F,China,Shipped,1
61240,12,F,China,Shipped,4
61760,12,F,Australia,Shipped,1
62034,12,F,China,Shipped,1
62094,12,F,China,Shipped,1
62094,12,F,China,Shipped,1
62116,12,F,Japan,Shipped,2
62301,12,F,Spain,Shipped,1
63463,12,F,United Kingdom,Shipped,1
64016,12,F,China,Shipped,1
64016,12,F,China,Shipped,1
64016,12,F,China,Shipped,1
64845,12,F,United States,Shipped,1
64845,12,F,United States,Shipped,1
64972,12,F,United States,Shipped,1
65091,12,F,Spain,Shipped,2
65503,12,F,China,Shipped,2
65503,12,F,China,Shipped,1
65684,12,F,China,Shipped,1
65908,12,F,Spain,Shipped,2
67881,12,F,United States,Shipped,1
67937,12,F,China,Shipped,1
67937,12,F,China,Shipped,1
69278,12,F,France,Shipped,1
70140,12,F,China,Shipped,2
70633,12,F,China,Shipped,2
70968,12,F,China,Shipped,1
71640,12,F,China,Shipped,1
72248,12,F,Japan,Shipped,4
73069,12,F,China,Shipped,1
73764,12,F,South Korea,Shipped,1
74000,12,F,Brasil,Shipped,1
74519,12,F,China,Shipped,1
75115,12,F,United States,Shipped,3
75716,12,F,Brasil,Shipped,3
75716,12,F,Brasil,Shipped,1
75879,12,F,Belgium,Shipped,1
76731,12,F,South Korea,Shipped,1
78187,12,F,Brasil,Shipped,2
78652,12,F,China,Shipped,3
78652,12,F,China,Shipped,1
79228,12,F,United States,Shipped,1
80448,12,F,China,Shipped,1
81793,12,F,China,Shipped,1
82299,12,F,United States,Shipped,1
82567,12,F,China,Shipped,1
82795,12,F,China,Shipped,2
82795,12,F,China,Shipped,1
83173,12,F,China,Shipped,1
83686,12,F,China,Shipped,2
83901,12,F,Germany,Shipped,2
86673,12,F,China,Shipped,1
86973,12,F,United States,Shipped,1
89139,12,F,South Korea,Shipped,1
89139,12,F,South Korea,Shipped,2
89526,12,F,China,Shipped,1
89807,12,F,United States,Shipped,1
89926,12,F,China,Shipped,1
90504,12,F,United States,Shipped,1
90826,12,F,China,Shipped,2
90826,12,F,China,Shipped,1
91046,12,F,China,Shipped,2
91610,12,F,China,Shipped,1
92078,12,F,South Korea,Shipped,1
92091,12,F,China,Shipped,2
92229,12,F,Brasil,Shipped,1
92229,12,F,Brasil,Shipped,1
92446,12,F,Australia,Shipped,1
92480,12,F,United States,Shipped,1
92956,12,F,China,Shipped,2
92961,12,F,Brasil,Shipped,1
93230,12,F,China,Shipped,1
93476,12,F,China,Shipped,1
93887,12,F,China,Shipped,3
93919,12,F,United States,Shipped,1
94265,12,F,Spain,Shipped,1
95275,12,F,China,Shipped,1
95478,12,F,United Kingdom,Shipped,2
95478,12,F,United Kingdom,Shipped,1
97185,12,F,United States,Shipped,1
97814,12,F,United States,Shipped,2
97906,12,F,China,Shipped,1
98268,12,F,China,Shipped,1
99040,12,F,Brasil,Shipped,1
99966,12,F,China,Shipped,3
84,12,F,United Kingdom,Complete,3
501,12,F,China,Complete,3
588,12,F,Germany,Complete,1
1087,12,F,United States,Complete,1
1731,12,F,Brasil,Complete,1
4979,12,F,China,Complete,1
5618,12,F,United States,Complete,2
5635,12,F,Brasil,Complete,2
7294,12,F,Australia,Complete,2
7514,12,F,Japan,Complete,1
8148,12,F,Australia,Complete,3
8345,12,F,China,Complete,1
8574,12,F,China,Complete,1
8720,12,F,China,Complete,1
12194,12,F,China,Complete,1
12642,12,F,Spain,Complete,1
12935,12,F,Brasil,Complete,2
13032,12,F,China,Complete,2
13342,12,F,United States,Complete,1
13606,12,F,France,Complete,1
15009,12,F,Australia,Complete,4
19326,12,F,France,Complete,3
20320,12,F,China,Complete,2
22422,12,F,China,Complete,1
24041,12,F,China,Complete,3
24041,12,F,China,Complete,1
24041,12,F,China,Complete,3
25328,12,F,China,Complete,3
26234,12,F,France,Complete,1
26548,12,F,United States,Complete,1
28388,12,F,France,Complete,1
29002,12,F,China,Complete,1
29010,12,F,United States,Complete,1
29123,12,F,United States,Complete,2
29123,12,F,United States,Complete,1
29454,12,F,China,Complete,4
34550,12,F,United States,Complete,3
34550,12,F,United States,Complete,1
35153,12,F,China,Complete,3
38374,12,F,Japan,Complete,3
38533,12,F,United States,Complete,2
38533,12,F,United States,Complete,1
38817,12,F,Brasil,Complete,1
39975,12,F,United Kingdom,Complete,1
39975,12,F,United Kingdom,Complete,1
40526,12,F,China,Complete,2
41715,12,F,United States,Complete,2
42065,12,F,China,Complete,1
42181,12,F,Brasil,Complete,1
42181,12,F,Brasil,Complete,1
42557,12,F,Belgium,Complete,1
42708,12,F,China,Complete,1
43158,12,F,South Korea,Complete,1
44250,12,F,China,Complete,1
46382,12,F,China,Complete,1
47531,12,F,South Korea,Complete,2
48486,12,F,Germany,Complete,1
48682,12,F,United States,Complete,1
50176,12,F,China,Complete,1
51094,12,F,China,Complete,1
51257,12,F,China,Complete,1
52136,12,F,United States,Complete,2
53239,12,F,France,Complete,1
53364,12,F,Germany,Complete,1
53364,12,F,Germany,Complete,2
53539,12,F,United States,Complete,1
53687,12,F,Brasil,Complete,3
54371,12,F,United States,Complete,1
54751,12,F,France,Complete,1
55454,12,F,Brasil,Complete,1
55454,12,F,Brasil,Complete,1
56624,12,F,Spain,Complete,1
56652,12,F,China,Complete,1
57443,12,F,United States,Complete,1
57907,12,F,Brasil,Complete,1
58602,12,F,Germany,Complete,1
58628,12,F,South Korea,Complete,1
58763,12,F,United States,Complete,1
59156,12,F,China,Complete,1
61422,12,F,Brasil,Complete,4
61899,12,F,Germany,Complete,1
62752,12,F,China,Complete,2
64096,12,F,United States,Complete,1
64170,12,F,Brasil,Complete,1
64576,12,F,China,Complete,1
64894,12,F,Japan,Complete,2
64972,12,F,United States,Complete,2
65503,12,F,China,Complete,4
65870,12,F,South Korea,Complete,1
66722,12,F,United Kingdom,Complete,3
67937,12,F,China,Complete,1
68454,12,F,China,Complete,1
69278,12,F,France,Complete,1
69417,12,F,China,Complete,1
69759,12,F,Brasil,Complete,1
70044,12,F,United Kingdom,Complete,1
71088,12,F,China,Complete,1
71523,12,F,China,Complete,2
71524,12,F,United States,Complete,1
71640,12,F,China,Complete,1
73676,12,F,Spain,Complete,2
73679,12,F,United Kingdom,Complete,1
73772,12,F,China,Complete,2
73971,12,F,China,Complete,1
73979,12,F,Brasil,Complete,1
75115,12,F,United States,Complete,1
75294,12,F,China,Complete,1
75717,12,F,Spain,Complete,1
78119,12,F,China,Complete,1
79417,12,F,China,Complete,1
79839,12,F,South Korea,Complete,1
79839,12,F,South Korea,Complete,1
80518,12,F,France,Complete,1
83173,12,F,China,Complete,1
84546,12,F,China,Complete,4
85353,12,F,France,Complete,1
85353,12,F,France,Complete,1
85440,12,F,China,Complete,1
87062,12,F,France,Complete,1
88075,12,F,Japan,Complete,1
88926,12,F,Brasil,Complete,4
91993,12,F,China,Complete,1
92480,12,F,United States,Complete,1
92771,12,F,China,Complete,1
93082,12,F,China,Complete,2
93555,12,F,Japan,Complete,1
93555,12,F,Japan,Complete,1
94265,12,F,Spain,Complete,2
94492,12,F,Brasil,Complete,1
94920,12,F,South Korea,Complete,1
94983,12,F,United States,Complete,4
95126,12,F,China,Complete,1
95564,12,F,Spain,Complete,3
96736,12,F,South Korea,Complete,1
96802,12,F,China,Complete,1
97087,12,F,United States,Complete,1
97291,12,F,United States,Complete,1
97443,12,F,Belgium,Complete,2
97475,12,F,France,Complete,1
97709,12,F,Brasil,Complete,2
97800,12,F,Brasil,Complete,1
97891,12,F,United States,Complete,1
99735,12,F,United States,Complete,1
99808,12,F,United Kingdom,Complete,1
420,12,F,Brasil,Returned,1
3185,12,F,United States,Returned,1
7682,12,F,United Kingdom,Returned,1
8195,12,F,United Kingdom,Returned,1
8328,12,F,China,Returned,3
12547,12,F,China,Returned,1
12547,12,F,China,Returned,2
13132,12,F,China,Returned,1
14905,12,F,United States,Returned,3
16296,12,F,Japan,Returned,1
19898,12,F,China,Returned,4
22949,12,F,United States,Returned,1
23499,12,F,Brasil,Returned,1
24837,12,F,China,Returned,1
26739,12,F,United Kingdom,Returned,2
30479,12,F,China,Returned,1
33828,12,F,South Korea,Returned,2
34696,12,F,China,Returned,1
36002,12,F,China,Returned,1
40773,12,F,United States,Returned,2
42065,12,F,China,Returned,1
42065,12,F,China,Returned,1
46512,12,F,China,Returned,2
46958,12,F,China,Returned,2
47648,12,F,United Kingdom,Returned,1
47689,12,F,United States,Returned,2
48820,12,F,Brasil,Returned,3
50168,12,F,Brasil,Returned,1
52136,12,F,United States,Returned,1
52503,12,F,China,Returned,2
56671,12,F,Germany,Returned,1
58602,12,F,Germany,Returned,1
59400,12,F,Australia,Returned,1
59492,12,F,China,Returned,1
61730,12,F,United States,Returned,4
64845,12,F,United States,Returned,1
66481,12,F,United States,Returned,1
68454,12,F,China,Returned,1
70968,12,F,China,Returned,1
73979,12,F,Brasil,Returned,1
75863,12,F,Brasil,Returned,1
76299,12,F,Brasil,Returned,1
77759,12,F,United States,Returned,1
79659,12,F,China,Returned,2
79839,12,F,South Korea,Returned,1
80172,12,F,United States,Returned,3
83363,12,F,United Kingdom,Returned,2
83660,12,F,South Korea,Returned,1
87062,12,F,France,Returned,1
88075,12,F,Japan,Returned,1
88728,12,F,China,Returned,2
91072,12,F,China,Returned,1
92091,12,F,China,Returned,1
92229,12,F,Brasil,Returned,3
93887,12,F,China,Returned,1
93919,12,F,United States,Returned,1
97098,12,F,United Kingdom,Returned,1
97291,12,F,United States,Returned,1
98226,12,F,China,Returned,1
98226,12,F,China,Returned,1
99243,12,F,China,Returned,1
174,12,F,Germany,Cancelled,2
3367,12,F,Brasil,Cancelled,1
3458,12,F,France,Cancelled,2
4294,12,F,China,Cancelled,2
7308,12,F,United States,Cancelled,1
7389,12,F,United States,Cancelled,2
8046,12,F,United States,Cancelled,3
10448,12,F,China,Cancelled,2
10517,12,F,France,Cancelled,1
10863,12,F,United States,Cancelled,1
11053,12,F,United States,Cancelled,1
12084,12,F,Brasil,Cancelled,1
12194,12,F,China,Cancelled,2
12642,12,F,Spain,Cancelled,1
15009,12,F,Australia,Cancelled,4
15593,12,F,China,Cancelled,1
16103,12,F,China,Cancelled,1
16367,12,F,Australia,Cancelled,2
17203,12,F,Brasil,Cancelled,1
18419,12,F,China,Cancelled,2
19326,12,F,France,Cancelled,1
19513,12,F,China,Cancelled,1
20224,12,F,Germany,Cancelled,2
21468,12,F,China,Cancelled,2
23733,12,F,United States,Cancelled,1
24837,12,F,China,Cancelled,1
24837,12,F,China,Cancelled,2
25105,12,F,United States,Cancelled,1
25158,12,F,United Kingdom,Cancelled,1
26003,12,F,United States,Cancelled,3
26794,12,F,United Kingdom,Cancelled,1
27625,12,F,China,Cancelled,2
27690,12,F,Spain,Cancelled,3
31202,12,F,China,Cancelled,1
33005,12,F,China,Cancelled,2
34624,12,F,Belgium,Cancelled,1
34624,12,F,Belgium,Cancelled,1
37963,12,F,China,Cancelled,1
38830,12,F,China,Cancelled,1
39975,12,F,United Kingdom,Cancelled,2
40117,12,F,China,Cancelled,1
40526,12,F,China,Cancelled,1
40982,12,F,China,Cancelled,4
40983,12,F,Germany,Cancelled,2
43158,12,F,South Korea,Cancelled,1
44848,12,F,China,Cancelled,1
45935,12,F,China,Cancelled,1
46093,12,F,France,Cancelled,2
46958,12,F,China,Cancelled,2
47689,12,F,United States,Cancelled,1
48486,12,F,Germany,Cancelled,1
49564,12,F,China,Cancelled,1
51524,12,F,United Kingdom,Cancelled,1
52838,12,F,United States,Cancelled,2
53730,12,F,China,Cancelled,1
55137,12,F,China,Cancelled,1
58602,12,F,Germany,Cancelled,1
58760,12,F,South Korea,Cancelled,1
62301,12,F,Spain,Cancelled,1
63463,12,F,United Kingdom,Cancelled,1
64151,12,F,United States,Cancelled,2
64151,12,F,United States,Cancelled,1
64576,12,F,China,Cancelled,1
64972,12,F,United States,Cancelled,1
66595,12,F,United States,Cancelled,1
66628,12,F,United States,Cancelled,1
67042,12,F,France,Cancelled,1
68725,12,F,United Kingdom,Cancelled,1
70368,12,F,China,Cancelled,1
71122,12,F,South Korea,Cancelled,2
73979,12,F,Brasil,Cancelled,2
74575,12,F,China,Cancelled,2
76526,12,F,China,Cancelled,3
78512,12,F,United States,Cancelled,1
81793,12,F,China,Cancelled,1
82567,12,F,China,Cancelled,1
82786,12,F,United States,Cancelled,1
82788,12,F,United Kingdom,Cancelled,1
82795,12,F,China,Cancelled,4
82795,12,F,China,Cancelled,1
85440,12,F,China,Cancelled,1
88819,12,F,United States,Cancelled,1
91461,12,F,Spain,Cancelled,1
92480,12,F,United States,Cancelled,1
94983,12,F,United States,Cancelled,1
96896,12,F,United States,Cancelled,3
97291,12,F,United States,Cancelled,1
99966,12,F,China,Cancelled,1
84,12,F,United Kingdom,Processing,2
461,12,F,United States,Processing,1
501,12,F,China,Processing,1
842,12,F,United States,Processing,2
2985,12,F,China,Processing,1
3222,12,F,Brasil,Processing,1
4979,12,F,China,Processing,1
5178,12,F,China,Processing,1
8148,12,F,Australia,Processing,1
10221,12,F,Brasil,Processing,1
10366,12,F,United States,Processing,1
10448,12,F,China,Processing,2
12810,12,F,Brasil,Processing,1
13342,12,F,United States,Processing,1
13620,12,F,United States,Processing,1
14598,12,F,Brasil,Processing,2
15009,12,F,Australia,Processing,1
15118,12,F,Japan,Processing,1
16735,12,F,China,Processing,1
17203,12,F,Brasil,Processing,1
17249,12,F,United States,Processing,1
18419,12,F,China,Processing,1
19220,12,F,United States,Processing,1
19775,12,F,South Korea,Processing,2
19876,12,F,China,Processing,1
20320,12,F,China,Processing,4
20735,12,F,China,Processing,1
21075,12,F,United States,Processing,1
23506,12,F,China,Processing,4
23506,12,F,China,Processing,1
24837,12,F,China,Processing,1
25158,12,F,United Kingdom,Processing,1
25328,12,F,China,Processing,1
25624,12,F,China,Processing,1
26013,12,F,Brasil,Processing,1
26179,12,F,China,Processing,1
27690,12,F,Spain,Processing,3
28698,12,F,Brasil,Processing,2
29451,12,F,United Kingdom,Processing,1
31118,12,F,United States,Processing,1
32424,12,F,United States,Processing,1
33947,12,F,China,Processing,1
34624,12,F,Belgium,Processing,2
35123,12,F,Spain,Processing,4
38374,12,F,Japan,Processing,1
38543,12,F,Spain,Processing,3
40526,12,F,China,Processing,1
41621,12,F,China,Processing,2
42420,12,F,United States,Processing,1
43669,12,F,China,Processing,1
45925,12,F,France,Processing,1
46181,12,F,United States,Processing,3
46382,12,F,China,Processing,1
46713,12,F,Brasil,Processing,1
47691,12,F,France,Processing,1
50006,12,F,Spain,Processing,1
50081,12,F,Brasil,Processing,1
50479,12,F,Brasil,Processing,1
50941,12,F,Japan,Processing,1
51434,12,F,Australia,Processing,1
52503,12,F,China,Processing,1
53125,12,F,China,Processing,1
53125,12,F,China,Processing,1
53239,12,F,France,Processing,1
53461,12,F,Brasil,Processing,1
53576,12,F,United States,Processing,1
55316,12,F,Brasil,Processing,1
56330,12,F,United States,Processing,1
57104,12,F,Brasil,Processing,1
61760,12,F,Australia,Processing,3
62024,12,F,South Korea,Processing,1
62031,12,F,China,Processing,1
62034,12,F,China,Processing,1
62197,12,F,China,Processing,4
62301,12,F,Spain,Processing,2
62385,12,F,China,Processing,1
62752,12,F,China,Processing,1
64851,12,F,China,Processing,1
66088,12,F,Brasil,Processing,1
66595,12,F,United States,Processing,4
66640,12,F,France,Processing,1
66816,12,F,Brasil,Processing,1
67937,12,F,China,Processing,1
70368,12,F,China,Processing,1
72216,12,F,Brasil,Processing,1
73324,12,F,Spain,Processing,2
73772,12,F,China,Processing,4
74345,12,F,United Kingdom,Processing,1
75294,12,F,China,Processing,1
77035,12,F,United States,Processing,1
77035,12,F,United States,Processing,2
77576,12,F,Japan,Processing,1
77576,12,F,Japan,Processing,1
78166,12,F,United Kingdom,Processing,2
80518,12,F,France,Processing,2
81046,12,F,France,Processing,2
82635,12,F,United States,Processing,2
84277,12,F,Brasil,Processing,1
84545,12,F,United States,Processing,1
84748,12,F,Spain,Processing,1
85353,12,F,France,Processing,3
85440,12,F,China,Processing,2
86973,12,F,United States,Processing,2
87062,12,F,France,Processing,4
87468,12,F,France,Processing,1
88075,12,F,Japan,Processing,1
88383,12,F,United States,Processing,1
88728,12,F,China,Processing,1
88949,12,F,United States,Processing,4
91072,12,F,China,Processing,1
91461,12,F,Spain,Processing,1
91543,12,F,Brasil,Processing,1
91876,12,F,United Kingdom,Processing,3
91876,12,F,United Kingdom,Processing,1
91876,12,F,United Kingdom,Processing,2
92229,12,F,Brasil,Processing,4
92446,12,F,Australia,Processing,1
94492,12,F,Brasil,Processing,1
95126,12,F,China,Processing,1
95265,12,F,South Korea,Processing,1
95878,12,F,United States,Processing,1
96802,12,F,China,Processing,1
97098,12,F,United Kingdom,Processing,2
97291,12,F,United States,Processing,1
97891,12,F,United States,Processing,2
97906,12,F,China,Processing,2
98325,12,F,China,Processing,1
99123,12,F,Spain,Processing,4
99243,12,F,China,Processing,1
681,12,M,United Kingdom,Shipped,1
1963,12,M,Brasil,Shipped,1
2212,12,M,China,Shipped,1
3200,12,M,Spain,Shipped,1
3433,12,M,Brasil,Shipped,1
3469,12,M,United States,Shipped,1
3554,12,M,Australia,Shipped,3
3561,12,M,China,Shipped,1
4386,12,M,United States,Shipped,1
5108,12,M,United States,Shipped,1
5280,12,M,China,Shipped,2
5320,12,M,China,Shipped,1
5529,12,M,Australia,Shipped,2
5529,12,M,Australia,Shipped,3
5529,12,M,Australia,Shipped,1
6055,12,M,United States,Shipped,1
6056,12,M,France,Shipped,1
6564,12,M,Brasil,Shipped,4
6774,12,M,United Kingdom,Shipped,1
7399,12,M,United States,Shipped,2
8277,12,M,United States,Shipped,1
8277,12,M,United States,Shipped,2
9672,12,M,Brasil,Shipped,1
9930,12,M,United States,Shipped,2
10614,12,M,China,Shipped,2
10928,12,M,United States,Shipped,1
11047,12,M,Brasil,Shipped,3
11818,12,M,United States,Shipped,1
11896,12,M,Belgium,Shipped,1
11896,12,M,Belgium,Shipped,2
12525,12,M,China,Shipped,1
12803,12,M,China,Shipped,1
12857,12,M,Spain,Shipped,1
13050,12,M,France,Shipped,1
13050,12,M,France,Shipped,1
13126,12,M,Japan,Shipped,4
14157,12,M,China,Shipped,2
14172,12,M,France,Shipped,1
14544,12,M,United Kingdom,Shipped,1
15588,12,M,United States,Shipped,1
16280,12,M,China,Shipped,2
16280,12,M,China,Shipped,1
16919,12,M,Japan,Shipped,1
17478,12,M,Brasil,Shipped,3
17487,12,M,United States,Shipped,1
17769,12,M,Brasil,Shipped,2
17907,12,M,China,Shipped,1
17907,12,M,China,Shipped,2
18784,12,M,Brasil,Shipped,4
18901,12,M,United States,Shipped,1
18901,12,M,United States,Shipped,1
19630,12,M,China,Shipped,1
19672,12,M,China,Shipped,4
19974,12,M,China,Shipped,1
20381,12,M,China,Shipped,1
21836,12,M,United States,Shipped,1
23446,12,M,China,Shipped,1
23488,12,M,China,Shipped,1
23683,12,M,United States,Shipped,1
24071,12,M,China,Shipped,2
24293,12,M,Australia,Shipped,2
24293,12,M,Australia,Shipped,2
24354,12,M,China,Shipped,1
24606,12,M,United States,Shipped,2
26061,12,M,United Kingdom,Shipped,1
26123,12,M,China,Shipped,1
26323,12,M,China,Shipped,1
26459,12,M,China,Shipped,2
26771,12,M,United States,Shipped,1
27796,12,M,China,Shipped,2
28405,12,M,United Kingdom,Shipped,1
28943,12,M,Australia,Shipped,2
29513,12,M,China,Shipped,1
29513,12,M,China,Shipped,1
30695,12,M,China,Shipped,1
30718,12,M,United States,Shipped,2
30718,12,M,United States,Shipped,2
32016,12,M,China,Shipped,1
32134,12,M,China,Shipped,1
32478,12,M,China,Shipped,1
33639,12,M,Japan,Shipped,1
33639,12,M,Japan,Shipped,1
33798,12,M,United States,Shipped,1
33996,12,M,United States,Shipped,1
33996,12,M,United States,Shipped,3
34130,12,M,China,Shipped,2
35211,12,M,United States,Shipped,1
35811,12,M,France,Shipped,1
37773,12,M,China,Shipped,1
38728,12,M,Spain,Shipped,1
39726,12,M,Germany,Shipped,2
41533,12,M,United States,Shipped,1
41842,12,M,France,Shipped,2
42031,12,M,France,Shipped,1
42049,12,M,United States,Shipped,4
43194,12,M,South Korea,Shipped,2
43513,12,M,Australia,Shipped,1
43747,12,M,China,Shipped,4
44596,12,M,China,Shipped,2
45212,12,M,United States,Shipped,1
45922,12,M,United States,Shipped,1
46891,12,M,United States,Shipped,1
47117,12,M,China,Shipped,2
47117,12,M,China,Shipped,1
47372,12,M,South Korea,Shipped,2
47534,12,M,China,Shipped,1
48262,12,M,France,Shipped,1
48279,12,M,United States,Shipped,2
48355,12,M,United States,Shipped,1
48667,12,M,China,Shipped,1
49088,12,M,China,Shipped,3
49218,12,M,United States,Shipped,1
50880,12,M,Australia,Shipped,1
51097,12,M,Japan,Shipped,1
51522,12,M,China,Shipped,2
52294,12,M,Brasil,Shipped,2
52406,12,M,China,Shipped,2
52501,12,M,South Korea,Shipped,1
52501,12,M,South Korea,Shipped,1
53256,12,M,South Korea,Shipped,4
53664,12,M,China,Shipped,4
53664,12,M,China,Shipped,1
53751,12,M,United States,Shipped,2
53868,12,M,China,Shipped,1
54255,12,M,United States,Shipped,1
54357,12,M,United States,Shipped,1
55861,12,M,Brasil,Shipped,1
56121,12,M,Brasil,Shipped,1
57213,12,M,China,Shipped,3
58895,12,M,China,Shipped,1
59230,12,M,United States,Shipped,1
59258,12,M,United States,Shipped,4
59758,12,M,United States,Shipped,1
60891,12,M,Brasil,Shipped,2
61147,12,M,China,Shipped,1
62184,12,M,United States,Shipped,1
63374,12,M,United States,Shipped,1
64066,12,M,China,Shipped,2
64523,12,M,Belgium,Shipped,1
65260,12,M,United States,Shipped,2
66140,12,M,United States,Shipped,2
66466,12,M,United Kingdom,Shipped,2
66830,12,M,United States,Shipped,1
66830,12,M,United States,Shipped,1
68453,12,M,China,Shipped,1
68749,12,M,France,Shipped,1
68883,12,M,China,Shipped,2
69052,12,M,Germany,Shipped,4
69372,12,M,China,Shipped,1
70674,12,M,China,Shipped,1
70815,12,M,China,Shipped,1
70923,12,M,United States,Shipped,4
71841,12,M,United States,Shipped,1
71897,12,M,United States,Shipped,2
74094,12,M,United Kingdom,Shipped,1
74819,12,M,United States,Shipped,1
74883,12,M,United States,Shipped,2
74966,12,M,United States,Shipped,2
76465,12,M,United States,Shipped,1
76618,12,M,United Kingdom,Shipped,1
77156,12,M,Brasil,Shipped,1
77340,12,M,China,Shipped,1
77424,12,M,Germany,Shipped,2
78329,12,M,Brasil,Shipped,3
78973,12,M,United States,Shipped,2
79627,12,M,China,Shipped,1
79830,12,M,Brasil,Shipped,1
79865,12,M,Brasil,Shipped,1
80962,12,M,Belgium,Shipped,1
81194,12,M,United Kingdom,Shipped,2
81320,12,M,China,Shipped,3
81610,12,M,Japan,Shipped,4
81644,12,M,South Korea,Shipped,2
82378,12,M,Brasil,Shipped,1
82378,12,M,Brasil,Shipped,1
84566,12,M,China,Shipped,1
85080,12,M,Brasil,Shipped,1
85219,12,M,United Kingdom,Shipped,1
86363,12,M,United States,Shipped,1
86363,12,M,United States,Shipped,1
87476,12,M,Brasil,Shipped,1
87476,12,M,Brasil,Shipped,1
87476,12,M,Brasil,Shipped,1
87705,12,M,France,Shipped,1
87705,12,M,France,Shipped,1
87958,12,M,United States,Shipped,1
88451,12,M,China,Shipped,1
91007,12,M,United States,Shipped,2
91438,12,M,Brasil,Shipped,2
91899,12,M,Australia,Shipped,1
91905,12,M,China,Shipped,1
93156,12,M,Brasil,Shipped,1
93430,12,M,China,Shipped,1
93716,12,M,United States,Shipped,1
93864,12,M,United States,Shipped,1
94883,12,M,China,Shipped,1
95286,12,M,United States,Shipped,1
96602,12,M,China,Shipped,1
97333,12,M,United States,Shipped,1
97702,12,M,United Kingdom,Shipped,1
97738,12,M,Brasil,Shipped,3
99082,12,M,Japan,Shipped,2
99491,12,M,China,Shipped,1
99540,12,M,United Kingdom,Shipped,1
756,12,M,China,Complete,1
2377,12,M,United States,Complete,1
3400,12,M,Brasil,Complete,1
