order_id,status,product_category
47057,Shipped,Plus
58553,Shipped,Plus
72916,Shipped,Plus
72922,Shipped,Plus
77399,Shipped,Plus
94001,Shipped,Plus
121790,Shipped,Plus
1698,Complete,Plus
3996,Complete,Plus
7008,Complete,Plus
14596,Complete,Plus
23166,Complete,Plus
84169,Complete,Plus
84983,Complete,Plus
94914,Complete,Plus
106286,Complete,Plus
107218,Complete,Plus
107495,Complete,Plus
108093,Complete,Plus
108793,Complete,Plus
114513,Complete,Plus
116109,Complete,Plus
116846,Complete,Plus
120466,Complete,Plus
2323,Returned,Plus
66301,Returned,Plus
95023,Returned,Plus
97904,Returned,Plus
8605,Cancelled,Plus
26840,Cancelled,Plus
59064,Cancelled,Plus
43593,Processing,Plus
57380,Processing,Plus
107314,Processing,Plus
76906,Complete,Plus
115158,Processing,Plus
79189,Shipped,Plus
45003,Complete,Plus
97571,Processing,Plus
10140,Shipped,Plus
19454,Shipped,Plus
42446,Shipped,Plus
68564,Shipped,Plus
87790,Shipped,Plus
87895,Shipped,Plus
10333,Complete,Plus
77786,Complete,Plus
79563,Complete,Plus
113691,Complete,Plus
112343,Returned,Plus
14794,Cancelled,Plus
44842,Cancelled,Plus
110495,Cancelled,Plus
18751,Processing,Plus
80549,Processing,Plus
98135,Processing,Plus
98174,Processing,Plus
31335,Shipped,Plus
36444,Shipped,Plus
121280,Complete,Plus
15393,Processing,Plus
78933,Processing,Plus
76190,Shipped,Plus
16124,Complete,Plus
33528,Complete,Plus
85506,Returned,Plus
2645,Processing,Plus
52792,Processing,Plus
36356,Shipped,Plus
65203,Shipped,Plus
73068,Shipped,Plus
98092,Shipped,Plus
102613,Shipped,Plus
105310,Shipped,Plus
109005,Shipped,Plus
117646,Shipped,Plus
21440,Complete,Plus
52471,Complete,Plus
54378,Complete,Plus
67366,Complete,Plus
71270,Complete,Plus
99494,Complete,Plus
107293,Complete,Plus
112333,Complete,Plus
119344,Complete,Plus
97034,Returned,Plus
101483,Returned,Plus
85670,Cancelled,Plus
94588,Cancelled,Plus
97302,Cancelled,Plus
113136,Cancelled,Plus
1795,Processing,Plus
50030,Processing,Plus
54001,Processing,Plus
60562,Processing,Plus
63191,Processing,Plus
109090,Processing,Plus
69,Shipped,Plus
21850,Shipped,Plus
53482,Shipped,Plus
58998,Shipped,Plus
73942,Shipped,Plus
84856,Shipped,Plus
89366,Shipped,Plus
92913,Shipped,Plus
104853,Shipped,Plus
109888,Shipped,Plus
111866,Shipped,Plus
117845,Shipped,Plus
122380,Shipped,Plus
124764,Shipped,Plus
13086,Complete,Plus
40122,Complete,Plus
59126,Complete,Plus
93949,Complete,Plus
97246,Complete,Plus
99360,Complete,Plus
102622,Complete,Plus
103146,Complete,Plus
108662,Complete,Plus
109266,Complete,Plus
115952,Complete,Plus
11430,Returned,Plus
65601,Returned,Plus
94343,Returned,Plus
101507,Returned,Plus
2858,Cancelled,Plus
30373,Cancelled,Plus
41009,Cancelled,Plus
42339,Cancelled,Plus
60389,Cancelled,Plus
61240,Cancelled,Plus
61494,Cancelled,Plus
70294,Cancelled,Plus
100093,Cancelled,Plus
14154,Processing,Plus
15054,Processing,Plus
20217,Processing,Plus
52875,Processing,Plus
62464,Processing,Plus
62955,Processing,Plus
67389,Processing,Plus
83798,Processing,Plus
110903,Processing,Plus
119545,Processing,Plus
57497,Shipped,Plus
93427,Shipped,Plus
9491,Complete,Plus
40348,Complete,Plus
21016,Returned,Plus
123338,Returned,Plus
12887,Cancelled,Plus
38201,Cancelled,Plus
81670,Cancelled,Plus
28704,Processing,Plus
33401,Processing,Plus
77948,Processing,Plus
112425,Processing,Plus
38781,Shipped,Plus
47794,Shipped,Plus
55841,Shipped,Plus
94273,Shipped,Plus
97849,Shipped,Plus
104626,Shipped,Plus
106395,Shipped,Plus
10642,Complete,Plus
14117,Complete,Plus
14679,Complete,Plus
29518,Complete,Plus
76795,Complete,Plus
86220,Complete,Plus
95786,Complete,Plus
110808,Complete,Plus
111871,Complete,Plus
121214,Complete,Plus
46181,Returned,Plus
48300,Returned,Plus
48615,Returned,Plus
51107,Returned,Plus
53222,Returned,Plus
76361,Returned,Plus
85099,Returned,Plus
88132,Returned,Plus
100141,Returned,Plus
100865,Returned,Plus
6717,Cancelled,Plus
8021,Cancelled,Plus
18635,Cancelled,Plus
21244,Cancelled,Plus
24254,Cancelled,Plus
33673,Cancelled,Plus
36817,Cancelled,Plus
51566,Cancelled,Plus
80110,Cancelled,Plus
80781,Cancelled,Plus
119251,Cancelled,Plus
7902,Processing,Plus
13791,Processing,Plus
19105,Processing,Plus
23532,Processing,Plus
58627,Processing,Plus
59654,Processing,Plus
60417,Processing,Plus
94668,Processing,Plus
107123,Processing,Plus
8767,Complete,Plus
122328,Complete,Plus
5557,Cancelled,Plus
61508,Cancelled,Plus
42284,Processing,Plus
85841,Processing,Plus
12753,Shipped,Plus
22309,Shipped,Plus
27195,Shipped,Plus
45959,Shipped,Plus
47728,Shipped,Plus
53864,Shipped,Plus
56418,Shipped,Plus
58034,Shipped,Plus
60368,Shipped,Plus
72879,Shipped,Plus
75757,Shipped,Plus
4426,Complete,Plus
41740,Complete,Plus
63670,Complete,Plus
97037,Complete,Plus
97439,Complete,Plus
24441,Returned,Plus
13404,Cancelled,Plus
52694,Processing,Plus
82652,Processing,Plus
110755,Processing,Plus
3610,Shipped,Plus
77375,Shipped,Plus
74189,Complete,Plus
88665,Cancelled,Plus
24137,Shipped,Plus
110170,Shipped,Plus
122067,Shipped,Plus
61388,Complete,Plus
90486,Complete,Plus
124252,Complete,Plus
23948,Cancelled,Plus
3922,Processing,Plus
81043,Processing,Plus
499,Shipped,Plus
46407,Shipped,Plus
59245,Shipped,Plus
12446,Complete,Plus
48645,Complete,Plus
91341,Complete,Plus
62672,Returned,Plus
116651,Returned,Plus
7479,Cancelled,Plus
52792,Processing,Plus
122481,Processing,Plus
27404,Shipped,Plus
34220,Shipped,Plus
13746,Complete,Plus
82831,Complete,Plus
939,Shipped,Plus
7312,Shipped,Plus
52729,Shipped,Plus
53050,Shipped,Plus
64549,Shipped,Plus
72166,Shipped,Plus
79929,Shipped,Plus
83285,Shipped,Plus
95253,Shipped,Plus
105398,Shipped,Plus
110956,Shipped,Plus
111260,Shipped,Plus
112767,Shipped,Plus
124743,Shipped,Plus
2509,Complete,Plus
6498,Complete,Plus
7582,Complete,Plus
18308,Complete,Plus
31937,Complete,Plus
32260,Complete,Plus
33291,Complete,Plus
51021,Complete,Plus
53540,Complete,Plus
56938,Complete,Plus
62754,Complete,Plus
83092,Complete,Plus
88703,Complete,Plus
108023,Complete,Plus
108034,Complete,Plus
112897,Complete,Plus
6544,Returned,Plus
32880,Returned,Plus
101637,Returned,Plus
116817,Returned,Plus
10727,Cancelled,Plus
19101,Cancelled,Plus
19793,Cancelled,Plus
32270,Cancelled,Plus
53287,Cancelled,Plus
71885,Cancelled,Plus
80502,Cancelled,Plus
88722,Cancelled,Plus
90202,Cancelled,Plus
93049,Cancelled,Plus
107390,Cancelled,Plus
20662,Processing,Plus
26519,Processing,Plus
29047,Processing,Plus
55383,Processing,Plus
62261,Processing,Plus
65330,Processing,Plus
122339,Processing,Plus
122971,Processing,Plus
53101,Shipped,Plus
42160,Complete,Plus
12610,Returned,Plus
27745,Returned,Plus
61575,Processing,Plus
75002,Processing,Plus
83344,Shipped,Plus
17804,Shipped,Plus
63434,Shipped,Plus
67701,Shipped,Plus
27225,Complete,Plus
70435,Complete,Plus
74678,Complete,Plus
63535,Returned,Plus
91526,Returned,Plus
38884,Cancelled,Plus
50869,Cancelled,Plus
63741,Processing,Plus
80130,Processing,Plus
122973,Processing,Plus
61120,Shipped,Plus
1477,Complete,Plus
40682,Complete,Plus
62500,Cancelled,Plus
68691,Cancelled,Plus
95776,Cancelled,Plus
120025,Cancelled,Plus
120886,Cancelled,Plus
28870,Processing,Plus
61345,Processing,Plus
16928,Shipped,Plus
38215,Shipped,Plus
39184,Shipped,Plus
78901,Shipped,Plus
85657,Shipped,Plus
105443,Shipped,Plus
14107,Complete,Plus
29518,Complete,Plus
43582,Complete,Plus
44805,Complete,Plus
57013,Complete,Plus
79700,Complete,Plus
36677,Returned,Plus
17838,Cancelled,Plus
36184,Cancelled,Plus
54740,Cancelled,Plus
1525,Processing,Plus
15159,Processing,Plus
43148,Processing,Plus
77911,Processing,Plus
25889,Shipped,Plus
90391,Shipped,Plus
92670,Shipped,Plus
122591,Shipped,Plus
21848,Complete,Plus
95604,Complete,Plus
7310,Returned,Plus
118201,Returned,Plus
29532,Cancelled,Plus
65650,Processing,Plus
89154,Processing,Plus
5125,Shipped,Plus
80625,Shipped,Plus
82889,Shipped,Plus
87481,Shipped,Plus
13317,Complete,Plus
63540,Cancelled,Plus
82501,Cancelled,Plus
96981,Cancelled,Plus
58254,Processing,Plus
63193,Processing,Plus
120575,Processing,Plus
18990,Shipped,Plus
32070,Shipped,Plus
56044,Shipped,Plus
91155,Shipped,Plus
117475,Shipped,Plus
119456,Shipped,Plus
5574,Complete,Plus
36706,Complete,Plus
43990,Complete,Plus
56148,Complete,Plus
62428,Complete,Plus
63635,Complete,Plus
68046,Complete,Plus
75150,Complete,Plus
105685,Complete,Plus
21662,Returned,Plus
47019,Returned,Plus
47019,Returned,Plus
63030,Returned,Plus
72557,Returned,Plus
82590,Returned,Plus
96185,Returned,Plus
109642,Returned,Plus
116800,Returned,Plus
117397,Returned,Plus
12646,Cancelled,Plus
49203,Cancelled,Plus
57650,Cancelled,Plus
62622,Cancelled,Plus
92245,Cancelled,Plus
6478,Processing,Plus
19746,Processing,Plus
68432,Processing,Plus
71162,Processing,Plus
89906,Processing,Plus
94867,Processing,Plus
3143,Shipped,Plus
8619,Shipped,Plus
15611,Shipped,Plus
21873,Shipped,Plus
29805,Shipped,Plus
112832,Shipped,Plus
116842,Shipped,Plus
118994,Shipped,Plus
122743,Shipped,Plus
6323,Complete,Plus
46024,Complete,Plus
61424,Complete,Plus
78175,Complete,Plus
86449,Complete,Plus
87126,Complete,Plus
102902,Complete,Plus
123762,Complete,Plus
77031,Returned,Plus
89563,Returned,Plus
110187,Returned,Plus
14187,Cancelled,Plus
14953,Cancelled,Plus
19158,Cancelled,Plus
25525,Cancelled,Plus
33087,Cancelled,Plus
105036,Cancelled,Plus
2899,Processing,Plus
39097,Processing,Plus
45607,Processing,Plus
63095,Processing,Plus
91901,Processing,Plus
96630,Processing,Plus
110911,Processing,Plus
32291,Shipped,Plus
52143,Shipped,Plus
71955,Shipped,Plus
77989,Shipped,Plus
79247,Shipped,Plus
93960,Shipped,Plus
98756,Shipped,Plus
3717,Complete,Plus
34019,Complete,Plus
66990,Complete,Plus
85796,Complete,Plus
20124,Returned,Plus
86302,Returned,Plus
75768,Cancelled,Plus
116547,Shipped,Plus
10832,Complete,Plus
11242,Complete,Plus
13877,Complete,Plus
82586,Complete,Plus
45455,Returned,Plus
109314,Returned,Plus
78711,Cancelled,Plus
33012,Processing,Plus
61427,Processing,Plus
9272,Shipped,Plus
37343,Shipped,Plus
59425,Shipped,Plus
77918,Shipped,Plus
106294,Shipped,Plus
119522,Shipped,Plus
59157,Complete,Plus
62830,Complete,Plus
88174,Complete,Plus
124634,Complete,Plus
21297,Complete,Plus
10507,Returned,Plus
15972,Returned,Plus
124715,Returned,Plus
87264,Cancelled,Plus
4209,Shipped,Plus
14414,Shipped,Plus
86804,Shipped,Plus
112573,Shipped,Plus
112772,Complete,Plus
112897,Complete,Plus
90728,Returned,Plus
5194,Cancelled,Plus
101641,Cancelled,Plus
1899,Processing,Plus
5846,Processing,Plus
64328,Processing,Plus
77434,Processing,Plus
121271,Processing,Plus
26157,Shipped,Plus
27894,Shipped,Plus
32690,Shipped,Plus
36125,Shipped,Plus
56646,Shipped,Plus
68250,Shipped,Plus
79357,Shipped,Plus
83404,Shipped,Plus
84300,Shipped,Plus
88846,Shipped,Plus
98715,Shipped,Plus
102536,Shipped,Plus
113048,Shipped,Plus
124418,Shipped,Plus
69153,Complete,Plus
78503,Complete,Plus
123199,Complete,Plus
4742,Returned,Plus
14634,Returned,Plus
15048,Returned,Plus
44763,Returned,Plus
63606,Returned,Plus
38484,Cancelled,Plus
40878,Cancelled,Plus
103657,Cancelled,Plus
118807,Cancelled,Plus
4668,Processing,Plus
12598,Processing,Plus
70240,Processing,Plus
74310,Processing,Plus
106574,Processing,Plus
29672,Shipped,Plus
30706,Shipped,Plus
82506,Shipped,Plus
107795,Shipped,Plus
22373,Complete,Plus
29749,Complete,Plus
72612,Complete,Plus
89857,Complete,Plus
10038,Returned,Plus
68021,Returned,Plus
107908,Returned,Plus
30693,Cancelled,Plus
56453,Cancelled,Plus
88441,Cancelled,Plus
28948,Processing,Plus
77456,Processing,Plus
93173,Processing,Plus
2637,Shipped,Plus
44425,Shipped,Plus
93248,Shipped,Plus
43714,Complete,Plus
43824,Complete,Plus
77448,Returned,Plus
4194,Processing,Plus
42377,Processing,Plus
621,Shipped,Plus
22471,Shipped,Plus
41154,Shipped,Plus
45775,Complete,Plus
45899,Complete,Plus
88374,Complete,Plus
12184,Cancelled,Plus
18916,Shipped,Plus
86449,Complete,Plus
12830,Complete,Plus
117353,Complete,Plus
31625,Processing,Plus
96558,Processing,Plus
21255,Shipped,Plus
35516,Shipped,Plus
113019,Shipped,Plus
50453,Complete,Plus
5755,Returned,Plus
10287,Returned,Plus
23080,Returned,Plus
42393,Returned,Plus
66911,Cancelled,Plus
90627,Cancelled,Plus
3250,Processing,Plus
21439,Processing,Plus
59666,Processing,Plus
14642,Shipped,Plus
101119,Shipped,Plus
46125,Complete,Plus
67751,Complete,Plus
87765,Complete,Plus
89705,Complete,Plus
94349,Complete,Plus
52199,Returned,Plus
118041,Cancelled,Plus
2156,Processing,Plus
25612,Processing,Plus
28727,Processing,Plus
38023,Shipped,Plus
41443,Shipped,Plus
48278,Shipped,Plus
70165,Shipped,Plus
91155,Shipped,Plus
104981,Complete,Plus
48391,Returned,Plus
119820,Returned,Plus
65488,Processing,Plus
75244,Complete,Plus
99623,Complete,Plus
69056,Processing,Plus
50585,Complete,Plus
9507,Returned,Plus
88155,Processing,Plus
17330,Shipped,Plus
88958,Shipped,Plus
70370,Returned,Plus
44044,Cancelled,Plus
4561,Processing,Plus
17564,Cancelled,Plus
107311,Cancelled,Plus
123003,Processing,Plus
43370,Shipped,Plus
31240,Returned,Plus
55844,Processing,Plus
94189,Returned,Plus
96475,Processing,Plus
64994,Shipped,Plus
68315,Shipped,Plus
41235,Complete,Plus
92323,Complete,Plus
62259,Cancelled,Plus
39705,Complete,Plus
68434,Complete,Plus
113126,Shipped,Plus
54794,Cancelled,Plus
16574,Complete,Plus
22247,Complete,Plus
2437,Returned,Plus
4023,Returned,Plus
111531,Returned,Plus
56117,Processing,Plus
18990,Shipped,Plus
105553,Shipped,Plus
44712,Complete,Plus
84047,Complete,Plus
61059,Processing,Plus
105125,Processing,Plus
43519,Complete,Plus
27080,Returned,Plus
3478,Shipped,Plus
72368,Shipped,Plus
50986,Cancelled,Plus
100565,Cancelled,Plus
112613,Shipped,Plus
6047,Complete,Plus
63718,Complete,Plus
19452,Processing,Plus
56684,Processing,Plus
11974,Complete,Plus
110486,Processing,Plus
7700,Shipped,Plus
58998,Shipped,Plus
62778,Shipped,Plus
84590,Shipped,Plus
94858,Shipped,Plus
110290,Shipped,Plus
117445,Shipped,Plus
119392,Shipped,Plus
38812,Complete,Plus
73967,Complete,Plus
82819,Returned,Plus
101560,Returned,Plus
119066,Returned,Plus
79514,Cancelled,Plus
109046,Cancelled,Plus
2349,Processing,Plus
117788,Processing,Plus
46221,Shipped,Plus
36380,Complete,Plus
49305,Complete,Plus
57607,Complete,Plus
37624,Cancelled,Plus
47962,Cancelled,Plus
1454,Processing,Plus
117456,Processing,Plus
1585,Complete,Plus
3074,Complete,Plus
23903,Cancelled,Plus
30564,Cancelled,Plus
55934,Returned,Plus
44263,Processing,Plus
52762,Shipped,Plus
100790,Complete,Plus
4382,Returned,Plus
49599,Shipped,Plus
76487,Shipped,Plus
112428,Complete,Plus
45535,Returned,Plus
85293,Returned,Plus
79494,Shipped,Plus
31703,Complete,Plus
67096,Complete,Plus
100089,Returned,Plus
21169,Processing,Plus
21529,Shipped,Plus
100834,Shipped,Plus
110850,Shipped,Plus
60434,Complete,Plus
110346,Complete,Plus
67325,Returned,Plus
24327,Shipped,Plus
57691,Complete,Plus
1733,Returned,Plus
68718,Cancelled,Plus
97160,Processing,Plus
75413,Shipped,Plus
90020,Complete,Plus
19915,Cancelled,Plus
13356,Processing,Plus
105643,Shipped,Plus
89814,Cancelled,Plus
70651,Cancelled,Plus
3770,Shipped,Plus
44804,Shipped,Plus
58931,Shipped,Plus
18405,Complete,Plus
22693,Complete,Plus
40794,Complete,Plus
68577,Complete,Plus
20312,Returned,Plus
28596,Processing,Plus
12892,Shipped,Plus
69411,Shipped,Plus
15431,Complete,Plus
18421,Complete,Plus
27698,Complete,Plus
32468,Complete,Plus
109633,Complete,Plus
56331,Returned,Plus
77615,Returned,Plus
2059,Cancelled,Plus
97720,Cancelled,Plus
108848,Cancelled,Plus
110297,Cancelled,Plus
82830,Processing,Plus
100852,Processing,Plus
108638,Processing,Plus
89859,Shipped,Plus
31997,Cancelled,Plus
114808,Cancelled,Plus
8627,Processing,Plus
15559,Shipped,Plus
22102,Shipped,Plus
35265,Shipped,Plus
114693,Shipped,Plus
2408,Complete,Plus
47183,Complete,Plus
114857,Complete,Plus
8608,Returned,Plus
31898,Cancelled,Plus
95922,Processing,Plus
687,Shipped,Plus
59103,Shipped,Plus
98007,Shipped,Plus
102459,Shipped,Plus
122886,Shipped,Plus
29105,Complete,Plus
68728,Complete,Plus
98184,Complete,Plus
3909,Returned,Plus
52487,Returned,Plus
62398,Returned,Plus
85883,Returned,Plus
28817,Cancelled,Plus
115683,Cancelled,Plus
13639,Processing,Plus
36544,Processing,Plus
85598,Processing,Plus
110362,Processing,Plus
95549,Shipped,Plus
114513,Complete,Plus
23625,Shipped,Plus
114020,Cancelled,Plus
69728,Processing,Plus
89804,Processing,Plus
36102,Shipped,Plus
37507,Shipped,Plus
26355,Complete,Plus
97651,Returned,Plus
91173,Cancelled,Plus
86554,Processing,Plus
113378,Processing,Plus
49731,Shipped,Plus
29921,Complete,Plus
42613,Complete,Plus
64701,Complete,Plus
82376,Cancelled,Plus
13382,Shipped,Plus
14500,Shipped,Plus
117317,Shipped,Plus
23941,Complete,Plus
31534,Returned,Plus
94711,Returned,Plus
70101,Cancelled,Plus
3217,Processing,Plus
99753,Processing,Plus
121357,Processing,Plus
47655,Shipped,Plus
83117,Shipped,Plus
14350,Complete,Plus
17002,Complete,Plus
28697,Cancelled,Plus
32376,Processing,Plus
40120,Complete,Plus
98155,Complete,Plus
109443,Cancelled,Plus
102678,Shipped,Plus
27678,Complete,Plus
20636,Returned,Plus
69515,Returned,Plus
117484,Cancelled,Plus
67946,Processing,Plus
48161,Complete,Plus
49615,Complete,Plus
80460,Complete,Plus
6816,Cancelled,Plus
31447,Processing,Plus
53803,Shipped,Plus
74702,Shipped,Plus
51788,Complete,Plus
19914,Returned,Plus
91100,Cancelled,Plus
52176,Shipped,Plus
60098,Shipped,Plus
45832,Complete,Plus
119966,Complete,Plus
108336,Shipped,Plus
29762,Cancelled,Plus
30223,Cancelled,Plus
44449,Cancelled,Plus
61173,Cancelled,Plus
88618,Complete,Plus
26162,Returned,Plus
51535,Shipped,Plus
92420,Shipped,Plus
59422,Complete,Plus
86748,Returned,Plus
22078,Cancelled,Plus
70747,Cancelled,Plus
56606,Processing,Plus
100179,Processing,Plus
71586,Processing,Plus
6464,Shipped,Plus
7703,Shipped,Plus
13462,Shipped,Plus
17435,Shipped,Plus
107306,Shipped,Plus
23089,Complete,Plus
24728,Cancelled,Plus
72985,Processing,Plus
28599,Complete,Plus
112218,Shipped,Plus
71178,Cancelled,Plus
26325,Shipped,Plus
109762,Processing,Plus
57998,Shipped,Plus
107538,Shipped,Plus
116619,Shipped,Plus
20404,Returned,Plus
97245,Shipped,Plus
33332,Complete,Plus
120944,Complete,Plus
20638,Returned,Plus
2846,Cancelled,Plus
26206,Cancelled,Plus
2840,Processing,Plus
21937,Processing,Plus
66034,Shipped,Plus
81984,Shipped,Plus
86754,Shipped,Plus
1066,Processing,Plus
66640,Processing,Plus
106904,Complete,Plus
20668,Shipped,Plus
34476,Processing,Plus
4657,Shipped,Plus
38351,Returned,Plus
105666,Processing,Plus
74156,Complete,Plus
106459,Complete,Plus
113937,Complete,Plus
74421,Shipped,Plus
82558,Shipped,Plus
115160,Shipped,Plus
24446,Complete,Plus
67007,Cancelled,Plus
67990,Processing,Plus
86572,Processing,Plus
21740,Shipped,Plus
88408,Shipped,Plus
15057,Complete,Plus
94678,Complete,Plus
62674,Processing,Plus
113806,Shipped,Plus
10616,Complete,Plus
34565,Cancelled,Plus
36000,Processing,Plus
8765,Shipped,Plus
43543,Complete,Plus
23140,Complete,Plus
51350,Complete,Plus
22461,Cancelled,Plus
5592,Shipped,Plus
118998,Shipped,Plus
103253,Processing,Plus
124679,Processing,Plus
8344,Shipped,Plus
32734,Shipped,Plus
40183,Shipped,Plus
88997,Complete,Plus
75531,Returned,Plus
20798,Cancelled,Plus
96524,Cancelled,Plus
43228,Processing,Plus
24193,Shipped,Plus
91456,Shipped,Plus
104183,Shipped,Plus
106182,Shipped,Plus
112416,Shipped,Plus
43071,Complete,Plus
86199,Complete,Plus
88627,Complete,Plus
21240,Returned,Plus
1829,Cancelled,Plus
81199,Processing,Plus
79429,Complete,Plus
121419,Complete,Plus
99962,Cancelled,Plus
93769,Shipped,Plus
29075,Cancelled,Plus
33300,Complete,Plus
42300,Complete,Plus
49117,Complete,Plus
34579,Returned,Plus
83303,Cancelled,Plus
122697,Processing,Plus
16439,Shipped,Plus
33318,Shipped,Plus
46234,Complete,Plus
123332,Complete,Plus
25077,Shipped,Plus
94168,Processing,Plus
38490,Shipped,Plus
3109,Processing,Plus
52520,Processing,Plus
104587,Shipped,Plus
122394,Complete,Plus
28053,Returned,Plus
26152,Cancelled,Plus
85192,Cancelled,Plus
17972,Shipped,Plus
43095,Shipped,Plus
68312,Shipped,Plus
100862,Shipped,Plus
78507,Complete,Plus
93630,Complete,Plus
117156,Complete,Plus
61578,Returned,Plus
89522,Cancelled,Plus
3749,Shipped,Plus
22243,Complete,Plus
78742,Complete,Plus
115608,Cancelled,Plus
58217,Processing,Plus
38195,Shipped,Plus
120245,Complete,Plus
28697,Cancelled,Plus
32556,Cancelled,Plus
123724,Processing,Plus
73076,Shipped,Plus
109080,Shipped,Plus
79314,Complete,Plus
61483,Complete,Plus
116694,Complete,Plus
29743,Returned,Plus
107323,Cancelled,Plus
73437,Processing,Plus
41537,Shipped,Plus
82161,Shipped,Plus
88373,Shipped,Plus
72479,Complete,Plus
17327,Cancelled,Plus
100916,Cancelled,Plus
22359,Processing,Plus
65803,Processing,Plus
10935,Shipped,Plus
120136,Shipped,Plus
77014,Complete,Plus
112393,Complete,Plus
